ID_taxis,yellow,payment_type,total_amount,PU_ID_borough,DO_ID_borough,pickup_year,pickup_month,pickup_day,pickup_hour
503,0,1.0,25.56,5,5,2020,12,21,19
504,0,1.0,17.76,3,3,2020,12,21,19
505,0,2.0,6.8,3,3,2020,12,21,20
506,0,1.0,24.55,3,3,2020,12,22,7
507,0,2.0,7.8,5,5,2020,12,22,12
508,0,2.0,10.3,1,1,2020,12,22,13
509,0,1.0,14.3,1,1,2020,12,22,13
510,0,1.0,18.36,5,5,2020,12,22,13
511,0,2.0,10.3,3,3,2020,12,22,14
512,0,1.0,26.0,3,3,2020,12,22,16
513,0,1.0,16.8,3,3,2020,12,22,17
514,0,1.0,17.29,1,1,2020,12,22,17
515,0,1.0,16.25,3,3,2020,12,22,18
516,0,2.0,23.3,2,6,2020,12,22,18
517,0,1.0,13.8,1,1,2020,12,22,18
518,0,2.0,15.3,3,2,2020,12,23,7
519,0,1.0,53.92,1,2,2020,12,23,8
520,0,2.0,7.3,3,3,2020,12,23,9
521,0,1.0,11.8,5,5,2020,12,23,11
522,0,1.0,7.8,3,3,2020,12,23,13
523,0,1.0,50.3,1,5,2020,12,23,15
524,0,2.0,11.3,3,3,2020,12,23,17
525,0,1.0,13.56,3,3,2020,12,23,18
526,0,1.0,9.96,1,1,2020,12,23,19
527,0,1.0,17.16,3,3,2020,12,23,19
528,0,2.0,13.8,1,1,2020,12,23,19
529,0,1.0,31.25,3,3,2020,12,24,9
530,0,2.0,34.3,2,6,2020,12,24,11
531,0,2.0,19.55,3,3,2020,12,24,11
532,0,1.0,26.76,5,5,2020,12,24,11
533,0,1.0,5.8,3,3,2020,12,24,11
534,0,2.0,7.3,5,5,2020,12,24,12
535,0,1.0,39.8,5,3,2020,12,24,12
536,0,2.0,14.8,3,3,2020,12,24,13
537,0,1.0,21.06,3,3,2020,12,24,14
538,0,2.0,13.55,3,3,2020,12,24,18
539,0,1.0,13.8,3,3,2020,12,24,18
540,0,2.0,7.8,3,3,2020,12,24,19
541,0,1.0,10.8,5,5,2020,12,24,19
542,0,1.0,77.67,5,6,2020,12,25,13
543,0,2.0,7.3,5,5,2020,12,25,16
544,0,1.0,12.13,3,3,2020,12,26,9
545,0,2.0,4.8,3,3,2020,12,26,16
546,0,2.0,9.3,3,3,2020,12,26,20
547,0,5.0,18.5,5,5,2020,12,19,14
548,0,5.0,19.78,5,5,2020,12,19,16
549,0,5.0,45.44,3,2,2020,12,20,8
550,0,5.0,32.99,3,2,2020,12,20,8
551,0,5.0,43.16,2,1,2020,12,20,9
552,0,5.0,50.82,2,5,2020,12,20,13
553,0,5.0,30.11,5,5,2020,12,21,6
554,0,5.0,48.94,5,3,2020,12,21,9
555,0,5.0,50.2,5,1,2020,12,21,10
556,0,5.0,36.01,5,5,2020,12,21,10
557,0,5.0,33.85,1,1,2020,12,22,9
558,0,5.0,20.74,3,3,2020,12,22,10
559,0,5.0,25.5,2,2,2020,12,22,11
560,0,5.0,25.5,2,2,2020,12,22,12
561,0,5.0,38.44,1,5,2020,12,22,12
562,0,5.0,24.42,5,5,2020,12,22,14
563,0,5.0,22.0,2,2,2020,12,22,16
564,0,5.0,34.07,3,1,2020,12,22,17
565,0,5.0,18.94,1,1,2020,12,22,17
566,0,5.0,15.67,2,2,2020,12,23,12
567,0,5.0,24.62,1,1,2020,12,23,13
568,0,5.0,24.62,1,1,2020,12,23,14
569,0,5.0,19.78,5,5,2020,12,23,14
570,0,5.0,54.6,5,3,2020,12,23,14
571,0,5.0,17.66,2,2,2020,12,23,14
572,0,5.0,51.16,5,5,2020,12,23,14
573,0,5.0,26.36,5,5,2020,12,23,17
574,0,5.0,25.5,2,2,2020,12,24,8
575,0,5.0,22.45,1,1,2020,12,25,10
576,0,5.0,19.78,5,5,2020,12,25,13
577,0,5.0,23.11,5,5,2020,12,25,15
578,0,5.0,33.32,5,3,2020,12,25,17
579,0,5.0,28.48,5,5,2020,12,26,7
580,0,5.0,18.5,2,2,2020,12,26,9
581,0,5.0,19.78,5,5,2020,12,26,19
582,0,1.0,39.44,3,3,2021,3,4,9
583,0,2.0,8.8,3,2,2021,3,4,10
584,0,2.0,13.3,1,1,2021,3,4,18
585,0,1.0,13.3,5,5,2021,3,4,17
586,0,1.0,14.1,3,3,2021,3,4,20
587,0,1.0,15.0,3,3,2021,3,5,6
588,0,2.0,6.8,3,3,2021,3,5,9
589,0,1.0,14.46,3,3,2021,3,5,9
590,0,1.0,34.86,3,3,2021,3,5,9
591,0,1.0,9.13,1,1,2021,3,5,11
592,0,1.0,9.3,3,3,2021,3,5,14
593,0,1.0,8.19,1,1,2021,3,5,16
594,0,2.0,7.8,3,3,2021,3,5,17
595,0,2.0,21.3,5,5,2021,3,5,20
596,0,1.0,8.16,3,3,2021,3,6,12
597,0,1.0,9.54,3,3,2021,3,6,13
598,0,2.0,10.8,5,5,2021,3,6,15
599,0,2.0,24.55,5,3,2021,3,6,16
600,0,1.0,10.8,5,5,2021,3,6,16
601,0,1.0,9.8,1,1,2021,3,6,17
602,0,2.0,12.8,3,2,2021,3,6,18
603,0,2.0,4.8,3,3,2021,3,7,13
604,0,1.0,19.3,5,5,2021,3,7,14
605,0,1.0,5.76,5,5,2021,3,7,14
606,0,1.0,21.0,3,2,2021,3,7,14
607,0,2.0,6.3,1,1,2021,3,7,16
608,0,1.0,9.96,3,3,2021,3,7,19
609,0,1.0,6.3,3,3,2021,3,8,6
610,0,1.0,18.66,1,3,2021,3,8,7
611,0,1.0,28.86,3,3,2021,3,8,9
612,0,2.0,7.3,3,3,2021,3,8,8
613,0,2.0,73.8,1,1,2021,3,8,10
614,0,1.0,19.25,3,3,2021,3,8,11
615,0,2.0,11.05,3,3,2021,3,8,12
616,0,2.0,15.55,3,3,2021,3,8,13
617,0,2.0,5.8,5,5,2021,3,8,15
618,0,1.0,17.88,5,5,2021,3,8,17
619,0,2.0,24.92,3,1,2021,3,9,7
620,0,1.0,19.26,3,3,2021,3,9,10
621,0,1.0,7.56,5,5,2021,3,9,10
622,0,2.0,4.3,3,3,2021,3,9,13
623,0,2.0,16.8,1,1,2021,3,9,13
624,0,1.0,85.42,5,3,2021,3,9,13
625,0,3.0,4.3,2,2,2021,3,9,16
626,0,1.0,13.5,3,3,2021,3,9,17
627,0,2.0,6.3,3,3,2021,3,9,17
628,0,1.0,12.74,5,5,2021,3,9,18
629,0,1.0,40.86,3,3,2021,3,9,18
630,0,2.0,17.55,3,3,2021,3,9,18
631,0,2.0,10.55,3,3,2021,3,9,18
632,0,1.0,8.8,1,1,2021,3,10,6
633,0,1.0,9.96,3,3,2021,3,10,7
634,0,2.0,8.3,3,3,2021,3,10,12
635,0,1.0,16.0,3,3,2021,3,10,12
636,0,1.0,11.3,1,1,2021,3,10,14
637,0,1.0,12.3,5,5,2021,3,10,16
638,0,1.0,20.8,5,5,2021,3,10,17
639,0,1.0,15.96,1,1,2021,3,10,20
640,0,5.0,22.29,2,2,2021,3,4,11
641,0,5.0,36.45,5,3,2021,3,4,12
642,0,5.0,17.27,2,2,2021,3,4,16
643,0,5.0,23.58,2,2,2021,3,4,18
644,0,5.0,21.73,5,5,2021,3,5,8
645,0,5.0,17.0,5,5,2021,3,5,8
646,0,5.0,9.3,3,3,2021,3,5,9
647,0,5.0,26.36,5,5,2021,3,5,11
648,0,5.0,23.58,2,2,2021,3,5,14
649,0,5.0,16.13,2,2,2021,3,5,15
650,0,5.0,32.5,1,5,2021,3,5,15
651,0,5.0,42.92,1,5,2021,3,7,11
652,0,5.0,22.2,5,5,2021,3,7,15
653,0,5.0,62.7,5,1,2021,3,8,6
654,0,5.0,35.18,2,3,2021,3,8,7
655,0,5.0,34.04,5,5,2021,3,8,7
656,0,5.0,35.34,5,5,2021,3,8,9
657,0,5.0,46.5,1,1,2021,3,8,10
658,0,5.0,31.27,5,5,2021,3,8,11
659,0,5.0,34.04,3,5,2021,3,8,11
660,0,5.0,32.08,3,2,2021,3,8,20
661,0,5.0,31.31,5,3,2021,3,9,8
662,0,5.0,21.57,2,2,2021,3,9,9
663,0,5.0,44.73,5,3,2021,3,9,9
664,0,5.0,35.29,2,3,2021,3,9,9
665,0,5.0,34.04,5,5,2021,3,9,9
666,0,5.0,24.29,1,1,2021,3,9,9
667,0,5.0,22.51,3,2,2021,3,9,11
668,0,5.0,37.67,3,1,2021,3,9,13
669,0,5.0,16.93,2,2,2021,3,10,8
670,0,5.0,16.39,5,5,2021,3,10,8
671,0,5.0,24.31,1,1,2021,3,10,9
672,0,5.0,19.78,5,5,2021,3,10,9
673,0,5.0,30.16,5,5,2021,3,10,10
674,0,5.0,26.48,2,2,2021,3,10,10
675,0,5.0,23.58,2,2,2021,3,10,13
676,0,5.0,43.88,1,5,2021,3,10,14
677,0,5.0,25.5,2,2,2021,3,10,14
678,0,5.0,28.41,1,1,2021,3,10,15
679,0,5.0,26.36,5,5,2021,3,10,16
680,0,5.0,21.3,2,3,2021,3,10,17
681,0,2.0,6.3,3,3,2021,8,4,8
682,0,2.0,5.3,1,1,2021,8,4,9
683,0,2.0,9.8,3,3,2021,8,4,12
684,0,1.0,16.55,3,3,2021,8,4,17
685,0,1.0,38.3,1,5,2021,8,4,17
686,0,1.0,11.15,5,5,2021,8,4,18
687,0,1.0,16.86,3,3,2021,8,4,19
688,0,1.0,12.36,3,3,2021,8,5,7
689,0,1.0,84.35,5,1,2021,8,5,8
690,0,1.0,21.84,1,5,2021,8,5,8
691,0,2.0,8.8,3,3,2021,8,5,8
692,0,1.0,58.35,3,1,2021,8,5,9
693,0,2.0,26.05,3,3,2021,8,5,10
694,0,2.0,3.8,1,1,2021,8,5,10
695,0,1.0,47.22,3,1,2021,8,5,14
696,0,1.0,6.8,3,3,2021,8,5,14
697,0,1.0,9.95,1,1,2021,8,5,15
698,0,1.0,12.36,1,1,2021,8,5,17
699,0,1.0,28.26,3,3,2021,8,5,20
700,0,2.0,22.8,3,2,2021,8,6,7
701,0,2.0,8.8,3,3,2021,8,6,9
702,0,1.0,41.45,3,3,2021,8,6,10
703,0,1.0,6.95,3,3,2021,8,6,11
704,0,2.0,9.55,3,3,2021,8,6,12
705,0,2.0,15.3,3,3,2021,8,6,12
706,0,2.0,11.3,3,2,2021,8,6,14
707,0,3.0,5.8,5,5,2021,8,6,18
708,0,2.0,11.55,3,3,2021,8,6,18
709,0,2.0,8.3,3,3,2021,8,6,19
710,0,2.0,9.8,5,5,2021,8,6,19
711,0,1.0,18.05,3,3,2021,8,6,20
712,0,2.0,42.85,3,1,2021,8,7,9
713,0,2.0,5.3,3,3,2021,8,7,10
714,0,1.0,20.05,5,3,2021,8,7,11
715,0,1.0,70.62,3,1,2021,8,7,12
716,0,1.0,24.05,5,3,2021,8,7,12
717,0,1.0,18.27,3,3,2021,8,7,14
718,0,2.0,18.3,5,5,2021,8,7,15
719,0,1.0,5.8,3,3,2021,8,7,16
720,0,1.0,19.86,3,3,2021,8,7,16
721,0,2.0,19.05,3,3,2021,8,7,19
722,0,2.0,23.8,3,3,2021,8,8,9
723,0,1.0,96.05,6,2,2021,8,8,14
724,0,1.0,7.3,3,3,2021,8,8,16
725,0,1.0,19.86,3,3,2021,8,8,18
726,0,1.0,21.36,2,2,2021,8,8,19
727,0,1.0,16.26,3,3,2021,8,8,19
728,0,1.0,50.05,5,3,2021,8,8,19
729,0,2.0,5.3,3,3,2021,8,9,8
730,0,2.0,12.0,1,1,2021,8,9,10
731,0,2.0,13.8,1,1,2021,8,9,10
732,0,1.0,44.46,3,3,2021,8,9,10
733,0,1.0,17.55,3,3,2021,8,9,11
734,0,2.0,11.8,3,2,2021,8,9,11
735,0,1.0,27.56,3,3,2021,8,9,11
736,0,2.0,9.3,3,3,2021,8,9,13
737,0,2.0,16.3,3,3,2021,8,9,13
738,0,1.0,12.36,3,3,2021,8,9,18
739,0,1.0,9.3,3,3,2021,8,9,19
740,0,2.0,13.3,2,3,2021,8,9,19
741,0,1.0,13.55,3,3,2021,8,9,20
742,0,1.0,5.76,3,3,2021,8,10,7
743,0,1.0,12.35,3,3,2021,8,10,8
744,0,2.0,6.8,3,3,2021,8,10,11
745,0,1.0,30.85,2,3,2021,8,10,16
746,0,1.0,20.46,3,3,2021,8,10,18
747,0,5.0,16.5,3,3,2021,8,4,9
748,0,5.0,28.26,1,1,2021,8,4,10
749,0,5.0,32.5,2,2,2021,8,4,12
750,0,5.0,22.0,5,5,2021,8,4,12
751,0,5.0,13.5,2,2,2021,8,4,12
752,0,5.0,18.52,3,3,2021,8,4,15
753,0,5.0,13.95,1,1,2021,8,4,19
754,0,5.0,29.0,5,3,2021,8,5,10
755,0,5.0,49.29,5,3,2021,8,5,11
756,0,5.0,23.39,3,2,2021,8,5,12
757,0,5.0,25.5,5,5,2021,8,6,13
758,0,5.0,32.55,1,1,2021,8,6,16
759,0,5.0,19.78,5,5,2021,8,7,6
760,0,5.0,24.62,1,1,2021,8,7,7
761,0,5.0,21.64,2,2,2021,8,7,8
762,0,5.0,43.0,5,1,2021,8,7,11
763,0,5.0,61.08,5,1,2021,8,7,13
764,0,5.0,39.21,5,5,2021,8,7,14
765,0,5.0,19.78,5,5,2021,8,7,14
766,0,5.0,41.22,5,3,2021,8,8,15
767,0,5.0,33.46,3,3,2021,8,8,20
768,0,5.0,27.13,5,5,2021,8,9,8
769,0,5.0,25.84,2,2,2021,8,9,8
770,0,5.0,26.36,5,5,2021,8,9,8
771,0,5.0,23.61,3,3,2021,8,9,8
772,0,5.0,16.5,3,3,2021,8,9,9
773,0,5.0,57.58,1,3,2021,8,9,11
774,0,5.0,44.14,5,3,2021,8,9,11
775,0,5.0,96.0,5,2,2021,8,9,14
776,0,5.0,32.5,2,2,2021,8,10,10
777,0,5.0,25.63,3,1,2021,8,10,11
778,0,5.0,16.5,3,3,2021,8,10,12
779,0,5.0,61.08,5,1,2021,8,10,12
780,0,5.0,40.65,1,3,2021,8,10,14
781,0,5.0,23.7,3,3,2021,8,10,15
782,0,1.0,24.66,3,3,2021,12,19,11
783,0,1.0,17.56,3,3,2021,12,19,11
784,0,2.0,7.3,3,3,2021,12,19,16
785,0,1.0,17.55,3,3,2021,12,19,17
786,0,2.0,13.8,3,3,2021,12,19,19
787,0,1.0,16.31,3,3,2021,12,19,19
788,0,2.0,11.8,2,2,2021,12,20,7
789,0,1.0,16.0,3,3,2021,12,20,7
790,0,1.0,15.34,1,1,2021,12,20,7
791,0,1.0,28.25,3,3,2021,12,20,8
792,0,1.0,19.26,3,3,2021,12,20,10
793,0,2.0,4.8,3,3,2021,12,20,13
794,0,2.0,5.3,3,3,2021,12,20,13
795,0,1.0,28.25,3,3,2021,12,20,15
796,0,2.0,6.8,1,1,2021,12,20,17
797,0,2.0,15.3,4,4,2021,12,20,18
798,0,1.0,14.15,3,3,2021,12,20,18
799,0,1.0,9.12,1,1,2021,12,20,19
800,0,2.0,6.8,3,3,2021,12,20,19
801,0,2.0,10.3,1,1,2021,12,20,20
802,0,1.0,11.3,1,1,2021,12,21,8
803,0,1.0,7.56,3,3,2021,12,21,10
804,0,1.0,7.56,3,3,2021,12,21,11
805,0,2.0,22.8,5,5,2021,12,21,11
806,0,2.0,9.8,1,1,2021,12,21,11
807,0,1.0,19.56,5,5,2021,12,21,12
808,0,2.0,14.3,1,1,2021,12,21,13
809,0,2.0,11.05,3,3,2021,12,21,14
810,0,2.0,12.55,3,3,2021,12,21,14
811,0,1.0,13.56,5,5,2021,12,21,15
812,0,2.0,9.8,3,3,2021,12,21,15
813,0,1.0,17.6,1,1,2021,12,21,16
814,0,2.0,11.3,3,3,2021,12,21,16
815,0,1.0,10.56,3,3,2021,12,21,17
816,0,1.0,9.3,3,3,2021,12,21,16
817,0,2.0,21.55,3,3,2021,12,21,19
818,0,1.0,36.55,1,3,2021,12,22,9
819,0,1.0,47.55,5,3,2021,12,22,11
820,0,1.0,5.8,3,3,2021,12,22,12
821,0,2.0,10.8,1,1,2021,12,22,12
822,0,2.0,27.8,5,5,2021,12,22,13
823,0,2.0,7.3,3,3,2021,12,22,13
824,0,2.0,17.3,1,1,2021,12,22,14
825,0,2.0,17.8,1,1,2021,12,22,15
826,0,1.0,12.05,3,3,2021,12,22,16
827,0,2.0,8.8,3,3,2021,12,22,16
828,0,2.0,6.8,1,1,2021,12,22,16
829,0,4.0,21.8,1,1,2021,12,22,16
830,0,1.0,14.8,5,5,2021,12,22,16
831,0,1.0,12.74,3,3,2021,12,22,17
832,0,1.0,29.3,2,3,2021,12,22,17
833,0,2.0,10.8,1,1,2021,12,23,7
834,0,2.0,50.3,6,1,2021,12,23,7
835,0,1.0,4.3,3,3,2021,12,23,8
836,0,1.0,10.38,3,3,2021,12,23,11
837,0,1.0,27.96,3,3,2021,12,23,13
838,0,2.0,11.3,5,5,2021,12,23,16
839,0,1.0,14.3,3,3,2021,12,23,18
840,0,1.0,26.8,3,3,2021,12,24,8
841,0,2.0,14.05,3,3,2021,12,24,9
842,0,1.0,11.77,3,3,2021,12,24,11
843,0,2.0,12.8,1,1,2021,12,24,11
844,0,1.0,13.56,1,1,2021,12,24,12
845,0,1.0,11.8,3,3,2021,12,24,14
846,0,2.0,5.3,3,3,2021,12,24,16
847,0,4.0,8.8,3,3,2021,12,24,18
848,0,1.0,12.66,3,3,2021,12,24,18
849,0,2.0,25.8,1,1,2021,12,26,10
850,0,1.0,42.3,5,2,2021,12,26,13
851,0,2.0,15.55,3,3,2021,12,26,14
852,0,2.0,9.3,3,3,2021,12,26,15
853,0,1.0,9.49,3,3,2021,12,26,15
854,0,1.0,11.16,1,1,2021,12,26,18
855,0,2.0,9.3,3,3,2021,12,26,20
856,0,5.0,25.54,2,2,2021,12,19,8
857,0,5.0,24.69,5,5,2021,12,19,8
858,0,5.0,80.36,2,5,2021,12,20,9
859,0,5.0,29.85,1,1,2021,12,20,11
860,0,5.0,20.99,5,5,2021,12,20,13
861,0,5.0,30.11,1,1,2021,12,20,13
862,0,5.0,67.59,5,2,2021,12,20,14
863,0,5.0,78.48,5,3,2021,12,20,14
864,0,5.0,50.59,3,1,2021,12,21,6
865,0,5.0,15.87,5,5,2021,12,21,10
866,0,5.0,23.75,3,3,2021,12,22,8
867,0,5.0,26.41,3,3,2021,12,22,9
868,0,5.0,38.02,5,3,2021,12,22,11
869,0,5.0,22.2,5,5,2021,12,22,12
870,0,5.0,92.59,3,1,2021,12,22,14
871,0,5.0,39.5,2,2,2021,12,23,9
872,0,5.0,51.16,1,5,2021,12,23,10
873,0,5.0,75.53,3,1,2021,12,23,10
874,0,5.0,25.5,5,5,2021,12,23,12
875,0,5.0,31.95,3,2,2021,12,23,14
876,0,5.0,48.11,1,1,2021,12,23,15
877,0,5.0,34.36,2,2,2021,12,24,9
878,0,5.0,42.75,3,2,2021,12,24,11
879,0,5.0,46.75,1,2,2021,12,24,13
880,0,5.0,18.5,5,5,2021,12,24,19
881,0,5.0,51.16,5,1,2021,12,25,14
882,0,5.0,49.57,5,3,2021,12,25,15
883,0,5.0,45.02,5,3,2021,12,26,7
884,0,5.0,21.64,2,2,2021,12,26,8
885,0,5.0,27.68,2,2,2021,12,26,14
886,0,1.0,11.8,3,3,2022,3,4,8
887,0,2.0,3.3,1,1,2022,3,4,9
888,0,2.0,13.3,1,1,2022,3,4,12
889,0,1.0,20.3,1,1,2022,3,4,15
890,0,1.0,26.3,3,2,2022,3,4,15
891,0,1.0,14.45,3,3,2022,3,4,16
892,0,1.0,8.8,3,3,2022,3,4,16
893,0,1.0,12.36,3,3,2022,3,4,17
894,0,2.0,11.8,1,1,2022,3,4,18
895,0,1.0,42.72,1,3,2022,3,4,18
896,0,1.0,14.76,5,5,2022,3,4,18
897,0,1.0,21.96,5,5,2022,3,4,18
898,0,1.0,11.8,3,2,2022,3,4,19
899,0,1.0,10.3,3,3,2022,3,4,19
900,0,2.0,8.3,3,2,2022,3,5,7
901,0,1.0,13.26,3,3,2022,3,5,10
902,0,1.0,13.28,3,3,2022,3,5,11
903,0,2.0,54.3,1,1,2022,3,5,12
904,0,1.0,37.55,3,3,2022,3,5,12
905,0,2.0,14.8,1,1,2022,3,5,12
906,0,2.0,8.3,3,3,2022,3,5,14
907,0,1.0,12.55,3,3,2022,3,5,16
908,0,1.0,4.29,3,3,2022,3,5,17
909,0,1.0,8.8,5,5,2022,3,5,18
910,0,2.0,9.8,3,3,2022,3,5,19
911,0,1.0,25.06,3,3,2022,3,5,20
912,0,1.0,30.06,1,3,2022,3,6,7
913,0,1.0,11.9,3,3,2022,3,6,8
914,0,1.0,46.86,3,5,2022,3,6,10
915,0,2.0,14.8,5,5,2022,3,6,14
916,0,1.0,10.56,3,3,2022,3,6,14
917,0,1.0,10.56,3,3,2022,3,6,15
918,0,1.0,20.55,3,3,2022,3,6,15
919,0,1.0,18.96,3,3,2022,3,6,16
920,0,1.0,18.55,3,3,2022,3,6,18
921,0,1.0,9.96,3,3,2022,3,6,19
922,0,2.0,15.3,2,2,2022,3,6,19
923,0,2.0,5.3,3,3,2022,3,7,6
924,0,1.0,17.3,1,1,2022,3,7,6
925,0,1.0,14.23,3,3,2022,3,7,8
926,0,2.0,5.3,3,3,2022,3,7,8
927,0,1.0,13.8,1,1,2022,3,7,9
928,0,1.0,40.56,5,1,2022,3,7,10
929,0,1.0,8.84,5,5,2022,3,7,13
930,0,2.0,22.3,5,5,2022,3,7,14
931,0,2.0,17.05,3,3,2022,3,7,14
932,0,2.0,19.8,3,3,2022,3,7,16
933,0,2.0,26.3,1,1,2022,3,7,16
934,0,1.0,17.16,3,3,2022,3,7,17
935,0,1.0,15.66,3,3,2022,3,7,18
936,0,2.0,5.8,1,1,2022,3,7,19
937,0,2.0,65.3,1,1,2022,3,7,19
938,0,1.0,23.14,3,3,2022,3,7,19
939,0,1.0,10.3,3,3,2022,3,8,7
940,0,1.0,22.85,3,3,2022,3,8,8
941,0,1.0,20.46,3,3,2022,3,8,8
942,0,1.0,8.8,3,3,2022,3,8,8
943,0,1.0,23.46,3,3,2022,3,8,9
944,0,2.0,10.8,3,3,2022,3,8,9
945,0,2.0,4.3,3,3,2022,3,8,9
946,0,2.0,23.55,3,3,2022,3,8,10
947,0,2.0,14.8,3,3,2022,3,8,11
948,0,1.0,21.66,3,3,2022,3,8,14
949,0,1.0,9.3,3,3,2022,3,8,14
950,0,2.0,3.3,3,3,2022,3,8,15
951,0,1.0,26.94,3,3,2022,3,8,15
952,0,2.0,6.8,3,3,2022,3,8,16
953,0,1.0,20.76,5,5,2022,3,8,17
954,0,1.0,32.26,1,3,2022,3,8,19
955,0,2.0,9.8,3,3,2022,3,9,9
956,0,1.0,60.55,5,3,2022,3,9,11
957,0,1.0,7.81,1,1,2022,3,9,12
958,0,1.0,9.96,3,3,2022,3,9,14
959,0,1.0,14.43,3,3,2022,3,9,15
960,0,1.0,7.88,3,3,2022,3,9,16
961,0,2.0,6.8,2,3,2022,3,9,16
962,0,2.0,24.8,1,1,2022,3,9,16
963,0,1.0,19.56,5,5,2022,3,9,18
964,0,1.0,17.76,1,1,2022,3,9,20
965,0,2.0,9.8,1,1,2022,3,10,7
966,0,1.0,34.05,5,3,2022,3,10,9
967,0,1.0,26.55,3,3,2022,3,10,9
968,0,1.0,12.66,3,3,2022,3,10,9
969,0,2.0,10.3,3,3,2022,3,10,16
970,0,1.0,17.05,3,3,2022,3,10,18
971,0,2.0,9.8,1,1,2022,3,10,17
972,0,1.0,11.3,3,3,2022,3,10,19
973,0,1.0,21.66,1,3,2022,3,10,19
974,0,1.0,11.44,1,1,2022,3,10,19
975,0,5.0,23.09,1,1,2022,3,4,14
976,0,5.0,18.43,5,5,2022,3,5,11
977,0,5.0,21.3,5,1,2022,3,5,17
978,0,5.0,19.25,3,3,2022,3,5,19
979,0,5.0,12.1,1,1,2022,3,6,12
980,0,5.0,16.87,5,5,2022,3,9,15
981,0,5.0,24.23,5,5,2022,3,10,12
982,0,5.0,18.12,3,2,2022,3,10,19
983,0,1.0,15.34,3,3,2022,8,4,9
984,0,1.0,20.15,5,5,2022,8,4,9
985,0,3.0,6.3,3,3,2022,8,4,13
986,0,1.0,12.88,3,3,2022,8,4,16
987,0,1.0,21.19,1,1,2022,8,4,16
988,0,2.0,22.8,3,2,2022,8,4,15
989,0,2.0,12.3,1,1,2022,8,4,18
990,0,2.0,9.3,3,3,2022,8,4,18
991,0,1.0,19.24,1,1,2022,8,4,18
992,0,1.0,16.94,3,3,2022,8,4,18
993,0,2.0,7.3,3,3,2022,8,4,19
994,0,1.0,16.86,3,3,2022,8,4,19
995,0,1.0,11.4,5,5,2022,8,4,19
996,0,1.0,32.0,3,1,2022,8,4,20
997,0,1.0,71.22,3,1,2022,8,5,6
998,0,2.0,11.3,5,5,2022,8,5,8
